CustomerID,Total_Orders,Total_Quantity,Total_Spending,Average_Order_Value,Average_Unit_Price,Average_Items_In_Cart,First_Purchase,Last_Purchase,Customer_Tenure,Days_Since_Last_Order,Purchase_Frequency,Favorite_Product,Preferred_Payment,Preferred_Referral,Cluster
C91201,1,2.0,93.0,93.0,46.5,7.0,2024-02-29,2024-02-29,487,487,0.0,Desk,Cash,Google,7
C91245,1,3.0,675.33,675.33,225.11,4.0,2024-10-10,2024-10-10,263,263,0.0,Tablet,Cash,Facebook,3
C91255,1,5.0,851.1,851.1,170.22,8.0,2024-04-15,2024-04-15,441,441,0.0,Chair,Debit Card,Referral,1
C91454,1,2.0,557.76,557.76,278.88,3.0,2023-01-22,2023-01-22,890,890,0.0,Printer,Debit Card,Referral,1
C91486,1,4.0,268.32,268.32,67.08,8.0,2023-08-20,2023-08-20,680,680,0.0,Tablet,Cash,Google,3
C91518,1,3.0,759.15,759.15,253.05,3.0,2024-08-26,2024-08-26,308,308,0.0,Tablet,Online,Instagram,3
C91582,1,3.0,1949.79,1949.79,649.93,7.0,2023-02-11,2023-02-11,870,870,0.0,Printer,Credit Card,Facebook,5
C91591,1,4.0,2609.92,2609.92,652.48,5.0,2025-05-18,2025-05-18,43,43,0.02,Desk,Cash,Instagram,5
C91805,1,3.0,1819.23,1819.23,606.41,7.0,2023-06-12,2023-06-12,749,749,0.0,Desk,Debit Card,Facebook,7
C91941,1,3.0,1188.0,1188.0,396.0,4.0,2023-06-16,2023-06-16,745,745,0.0,Printer,Gift Card,Instagram,1
C92049,1,4.0,2666.08,2666.08,666.52,8.0,2023-10-02,2023-10-02,637,637,0.0,Printer,Cash,Email,5
C92086,1,2.0,749.2,749.2,374.6,3.0,2025-02-07,2025-02-07,143,143,0.01,Printer,Online,Referral,1
C92180,1,2.0,977.8,977.8,488.9,7.0,2023-10-31,2023-10-31,608,608,0.0,Chair,Cash,Facebook,1
C92294,1,4.0,1225.4,1225.4,306.35,7.0,2024-09-29,2024-09-29,274,274,0.0,Chair,Gift Card,Referral,1
C92407,1,3.0,1672.23,1672.23,557.41,4.0,2023-07-01,2023-07-01,730,730,0.0,Laptop,Online,Email,0
C92548,1,5.0,1132.25,1132.25,226.45,6.0,2024-02-04,2024-02-04,512,512,0.0,Tablet,Debit Card,Email,3
C92575,1,5.0,2464.7,2464.7,492.94,10.0,2024-09-30,2024-09-30,273,273,0.0,Chair,Cash,Email,5
C92788,1,1.0,243.71,243.71,243.71,6.0,2024-07-20,2024-07-20,345,345,0.0,Desk,Gift Card,Google,7
C93007,1,2.0,465.66,465.66,232.83,7.0,2024-06-01,2024-06-01,394,394,0.0,Phone,Gift Card,Instagram,2
C93175,1,4.0,58.76,58.76,14.69,9.0,2025-05-15,2025-05-15,46,46,0.02,Monitor,Cash,Email,6
C93220,1,2.0,730.34,730.34,365.17,4.0,2023-11-02,2023-11-02,606,606,0.0,Monitor,Online,Facebook,6
C93276,1,5.0,1652.25,1652.25,330.45,10.0,2023-03-19,2023-03-19,834,834,0.0,Desk,Gift Card,Google,7
C93309,1,5.0,1821.4,1821.4,364.28,5.0,2025-04-08,2025-04-08,83,83,0.01,Desk,Credit Card,Google,7
C93375,1,3.0,446.16,446.16,148.72,7.0,2024-07-27,2024-07-27,338,338,0.0,Chair,Debit Card,Google,1
C93379,1,3.0,128.85,128.85,42.95,8.0,2023-04-05,2023-04-05,817,817,0.0,Desk,Gift Card,Email,7
C93467,1,4.0,2219.32,2219.32,554.83,6.0,2024-05-21,2024-05-21,405,405,0.0,Laptop,Cash,Google,0
C93473,1,5.0,3196.85,3196.85,639.37,6.0,2024-02-23,2024-02-23,493,493,0.0,Tablet,Debit Card,Google,5
C93618,1,3.0,603.63,603.63,201.21,3.0,2025-03-14,2025-03-14,108,108,0.01,Printer,Online,Google,1
C93768,1,3.0,972.9,972.9,324.3,8.0,2024-05-16,2024-05-16,410,410,0.0,Tablet,Debit Card,Email,3
C93821,1,3.0,1075.44,1075.44,358.48,7.0,2024-12-05,2024-12-05,207,207,0.0,Chair,Gift Card,Facebook,1
C93861,1,3.0,147.42,147.42,49.14,7.0,2024-02-17,2024-02-17,499,499,0.0,Monitor,Online,Email,6
C93948,1,3.0,336.87,336.87,112.29,6.0,2024-10-24,2024-10-24,249,249,0.0,Printer,Gift Card,Google,1
C94037,1,2.0,510.28,510.28,255.14,2.0,2025-06-24,2025-06-24,6,6,0.14,Phone,Cash,Google,2
C94248,1,1.0,64.66,64.66,64.66,4.0,2025-02-15,2025-02-15,135,135,0.01,Laptop,Debit Card,Instagram,0
C94257,1,2.0,1394.38,1394.38,697.19,7.0,2023-08-03,2023-08-03,697,697,0.0,Printer,Cash,Email,1
C94311,1,4.0,2740.8,2740.8,685.2,6.0,2024-07-20,2024-07-20,345,345,0.0,Printer,Gift Card,Google,5
C94323,1,5.0,379.05,379.05,75.81,10.0,2025-06-30,2025-06-30,0,0,1.0,Chair,Gift Card,Instagram,3
C94381,1,2.0,1216.08,1216.08,608.04,4.0,2023-01-29,2023-01-29,883,883,0.0,Chair,Cash,Google,1
C94479,1,5.0,314.05,314.05,62.81,9.0,2023-06-26,2023-06-26,735,735,0.0,Desk,Credit Card,Facebook,7
C94508,1,4.0,176.28,176.28,44.07,6.0,2024-06-28,2024-06-28,367,367,0.0,Monitor,Debit Card,Email,6
C94568,1,4.0,1939.4,1939.4,484.85,5.0,2023-04-23,2023-04-23,799,799,0.0,Laptop,Debit Card,Referral,0
C94569,2,3.0,1675.3500000000001,837.6750000000001,540.64,2.5,2024-03-23,2024-06-21,464,374,0.0,Phone,Cash,Google,4
C94595,1,4.0,247.64,247.64,61.91,6.0,2023-12-16,2023-12-16,562,562,0.0,Desk,Gift Card,Email,7
C94658,1,2.0,886.44,886.44,443.22,5.0,2024-09-19,2024-09-19,284,284,0.0,Printer,Credit Card,Facebook,1
C94671,1,1.0,167.15,167.15,167.15,5.0,2024-09-23,2024-09-23,280,280,0.0,Tablet,Gift Card,Email,3
C94698,1,1.0,586.62,586.62,586.62,5.0,2024-06-03,2024-06-03,392,392,0.0,Phone,Debit Card,Facebook,2
C94921,1,2.0,438.2,438.2,219.1,4.0,2023-05-09,2023-05-09,783,783,0.0,Printer,Online,Referral,1
C95100,1,1.0,627.2,627.2,627.2,1.0,2024-02-28,2024-02-28,488,488,0.0,Phone,Online,Email,2
C95213,1,3.0,1806.72,1806.72,602.24,8.0,2023-02-10,2023-02-10,871,871,0.0,Printer,Debit Card,Referral,5
C95269,1,2.0,389.7,389.7,194.85,5.0,2023-03-12,2023-03-12,841,841,0.0,Chair,Gift Card,Referral,1
C95271,1,3.0,927.66,927.66,309.22,7.0,2025-05-07,2025-05-07,54,54,0.02,Desk,Online,Google,7
C95568,1,3.0,973.41,973.41,324.47,4.0,2023-07-31,2023-07-31,700,700,0.0,Chair,Cash,Email,1
C95623,1,3.0,1870.02,1870.02,623.34,3.0,2025-03-06,2025-03-06,116,116,0.01,Tablet,Online,Instagram,3
C95643,1,4.0,2426.28,2426.28,606.57,5.0,2023-06-09,2023-06-09,752,752,0.0,Desk,Debit Card,Referral,5
C95667,1,4.0,463.08,463.08,115.77,7.0,2024-11-20,2024-11-20,222,222,0.0,Laptop,Online,Instagram,0
C95856,1,2.0,1279.76,1279.76,639.88,5.0,2023-05-25,2023-05-25,767,767,0.0,Tablet,Cash,Instagram,3
C95901,1,3.0,1993.38,1993.38,664.46,4.0,2024-03-24,2024-03-24,463,463,0.0,Phone,Online,Google,2
C95984,1,3.0,1033.2,1033.2,344.4,3.0,2025-06-24,2025-06-24,6,6,0.14,Printer,Online,Facebook,1
C96034,1,4.0,121.08,121.08,30.27,9.0,2023-06-03,2023-06-03,758,758,0.0,Desk,Online,Google,7
C96136,1,5.0,1946.1,1946.1,389.22,7.0,2024-08-17,2024-08-17,317,317,0.0,Tablet,Cash,Referral,3
C96257,1,4.0,1803.0,1803.0,450.75,6.0,2023-03-28,2023-03-28,825,825,0.0,Tablet,Credit Card,Email,3
C96261,1,2.0,970.74,970.74,485.37,5.0,2025-06-04,2025-06-04,26,26,0.04,Phone,Credit Card,Email,2
C96283,1,3.0,924.03,924.03,308.01,3.0,2023-07-24,2023-07-24,707,707,0.0,Desk,Cash,Facebook,7
C96434,1,4.0,2536.2,2536.2,634.05,6.0,2025-05-31,2025-05-31,30,30,0.03,Printer,Cash,Google,5
C96494,1,1.0,179.22,179.22,179.22,6.0,2023-07-31,2023-07-31,700,700,0.0,Tablet,Online,Instagram,3
C96583,1,4.0,139.36,139.36,34.84,8.0,2024-09-22,2024-09-22,281,281,0.0,Printer,Credit Card,Email,1
C96595,1,3.0,1719.66,1719.66,573.22,5.0,2023-10-06,2023-10-06,633,633,0.0,Chair,Debit Card,Email,5
C96636,1,1.0,39.56,39.56,39.56,5.0,2025-02-18,2025-02-18,132,132,0.01,Desk,Debit Card,Google,7
C96664,1,3.0,769.38,769.38,256.46,4.0,2025-02-27,2025-02-27,123,123,0.01,Printer,Credit Card,Referral,1
C96695,1,1.0,564.86,564.86,564.86,6.0,2025-02-02,2025-02-02,148,148,0.01,Chair,Debit Card,Referral,1
C96787,1,2.0,1066.04,1066.04,533.02,2.0,2024-04-15,2024-04-15,441,441,0.0,Laptop,Gift Card,Facebook,0
C96822,1,2.0,989.56,989.56,494.78,2.0,2023-01-31,2023-01-31,881,881,0.0,Printer,Online,Google,1
C97148,1,4.0,1135.16,1135.16,283.79,8.0,2024-07-28,2024-07-28,337,337,0.0,Printer,Online,Google,1
C97187,1,1.0,670.54,670.54,670.54,6.0,2023-07-02,2023-07-02,729,729,0.0,Laptop,Cash,Referral,0
C97218,1,5.0,2300.7,2300.7,460.14,10.0,2025-03-07,2025-03-07,115,115,0.01,Monitor,Credit Card,Facebook,5
C97262,1,4.0,1724.04,1724.04,431.01,7.0,2023-01-14,2023-01-14,898,898,0.0,Desk,Credit Card,Referral,7
C97454,1,2.0,698.8,698.8,349.4,2.0,2024-01-26,2024-01-26,521,521,0.0,Printer,Online,Instagram,1
C97485,1,4.0,915.64,915.64,228.91,4.0,2023-10-29,2023-10-29,610,610,0.0,Laptop,Cash,Google,0
C97593,2,5.0,2855.2200000000003,1427.6100000000001,534.1800000000001,7.0,2023-05-03,2024-02-22,789,494,0.0,Printer,Debit Card,Facebook,4
C97603,1,4.0,2373.08,2373.08,593.27,5.0,2024-09-11,2024-09-11,292,292,0.0,Chair,Online,Facebook,5
C97643,1,4.0,2051.0,2051.0,512.75,8.0,2023-03-12,2023-03-12,841,841,0.0,Laptop,Debit Card,Google,5
C97681,1,5.0,2166.3,2166.3,433.26,9.0,2025-06-07,2025-06-07,23,23,0.04,Tablet,Credit Card,Google,5
C97715,1,2.0,727.82,727.82,363.91,2.0,2025-03-15,2025-03-15,107,107,0.01,Chair,Gift Card,Referral,1
C97735,1,5.0,408.5,408.5,81.7,6.0,2023-12-30,2023-12-30,548,548,0.0,Monitor,Credit Card,Instagram,6
C97749,1,3.0,1026.06,1026.06,342.02,5.0,2024-08-06,2024-08-06,328,328,0.0,Desk,Debit Card,Email,7
C97774,1,4.0,1807.88,1807.88,451.97,7.0,2025-01-26,2025-01-26,155,155,0.01,Monitor,Online,Email,6
C97907,1,3.0,1758.63,1758.63,586.21,4.0,2024-08-27,2024-08-27,307,307,0.0,Printer,Gift Card,Referral,1
C98096,1,2.0,635.54,635.54,317.77,4.0,2023-02-16,2023-02-16,865,865,0.0,Desk,Debit Card,Facebook,7
C98168,1,5.0,2103.5,2103.5,420.7,5.0,2023-01-05,2023-01-05,907,907,0.0,Phone,Cash,Facebook,5
C98216,1,5.0,2463.75,2463.75,492.75,6.0,2023-03-15,2023-03-15,838,838,0.0,Laptop,Cash,Referral,5
C98276,1,1.0,14.06,14.06,14.06,5.0,2024-05-20,2024-05-20,406,406,0.0,Phone,Credit Card,Referral,2
C98278,1,3.0,1241.49,1241.49,413.83,8.0,2024-05-31,2024-05-31,395,395,0.0,Phone,Gift Card,Facebook,2
C98317,1,4.0,2786.84,2786.84,696.71,4.0,2024-12-16,2024-12-16,196,196,0.01,Monitor,Debit Card,Instagram,5
C98332,1,3.0,1316.67,1316.67,438.89,3.0,2023-01-28,2023-01-28,884,884,0.0,Laptop,Cash,Facebook,0
C98354,1,3.0,151.02,151.02,50.34,3.0,2023-05-28,2023-05-28,764,764,0.0,Phone,Gift Card,Instagram,2
C98450,1,4.0,357.64,357.64,89.41,9.0,2024-07-18,2024-07-18,347,347,0.0,Chair,Online,Google,1
C98474,2,6.0,2175.34,1087.67,370.25,5.5,2023-03-27,2024-06-03,826,392,0.0,Chair,Debit Card,Instagram,4
C98483,1,5.0,110.7,110.7,22.14,10.0,2024-04-11,2024-04-11,445,445,0.0,Printer,Cash,Instagram,1
C98635,1,1.0,538.68,538.68,538.68,6.0,2025-04-09,2025-04-09,82,82,0.01,Printer,Debit Card,Referral,1
C98761,1,4.0,1994.04,1994.04,498.51,4.0,2023-10-27,2023-10-27,612,612,0.0,Chair,Debit Card,Google,5
C99023,1,4.0,1371.8,1371.8,342.95,6.0,2024-11-17,2024-11-17,225,225,0.0,Monitor,Cash,Google,6
C99024,1,1.0,684.65,684.65,684.65,1.0,2024-11-24,2024-11-24,218,218,0.0,Laptop,Credit Card,Email,0
C99050,1,2.0,1201.14,1201.14,600.57,3.0,2025-03-29,2025-03-29,93,93,0.01,Printer,Debit Card,Instagram,1
C99116,1,4.0,2746.44,2746.44,686.61,6.0,2023-05-08,2023-05-08,784,784,0.0,Laptop,Cash,Referral,5
C99128,1,3.0,138.33,138.33,46.11,5.0,2024-08-31,2024-08-31,303,303,0.0,Chair,Gift Card,Referral,1
C99173,1,3.0,1070.52,1070.52,356.84,5.0,2025-01-21,2025-01-21,160,160,0.01,Printer,Online,Instagram,1
C99205,1,2.0,1024.66,1024.66,512.33,7.0,2025-06-28,2025-06-28,2,2,0.33,Phone,Cash,Facebook,2
C99214,1,3.0,97.86,97.86,32.62,6.0,2025-06-22,2025-06-22,8,8,0.11,Chair,Debit Card,Facebook,1
C99217,1,5.0,1435.65,1435.65,287.13,10.0,2023-12-01,2023-12-01,577,577,0.0,Tablet,Online,Email,3
C99271,1,2.0,226.58,226.58,113.29,5.0,2023-11-18,2023-11-18,590,590,0.0,Monitor,Cash,Facebook,6
C99533,1,1.0,678.01,678.01,678.01,4.0,2023-03-21,2023-03-21,832,832,0.0,Monitor,Cash,Referral,6
C99589,1,1.0,641.39,641.39,641.39,1.0,2025-06-24,2025-06-24,6,6,0.14,Tablet,Online,Referral,3
C99683,1,5.0,1663.2,1663.2,332.64,10.0,2025-01-23,2025-01-23,158,158,0.01,Monitor,Gift Card,Referral,6
C99775,1,4.0,1654.84,1654.84,413.71,9.0,2023-09-05,2023-09-05,664,664,0.0,Laptop,Gift Card,Facebook,0
C99879,1,3.0,821.88,821.88,273.96,8.0,2024-03-13,2024-03-13,474,474,0.0,Phone,Debit Card,Google,2
C99904,1,2.0,646.74,646.74,323.37,3.0,2025-04-23,2025-04-23,68,68,0.01,Printer,Online,Instagram,1
